"ids","fake_risk"
2023330,0.415212246961892
6600694,0.467895205505192
6483471,0.461768192891032
6610413,0.503389596287161
8748235,0.745428032893688
6762792,0.641186772473156
1085461,0.456523445434868
3092952,0.444516183342785
6994748,0.470931224990636
5628255,0.424219241458923
7242314,0.551815061550587
5904767,0.712338826805353
3544598,0.737233459297568
9310889,0.784254368394613
3630838,0.544591963570565
8535648,0.76876173261553
3576004,0.638852578960359
3401382,0.440877923183143
2680501,0.683691297098994
3090028,0.440976808499545
3849505,0.777812769450247
3724233,0.712204899266362
2431410,0.617790053691715
1359962,0.579029347654432
2969190,0.428371631819755
8295366,0.635005558934063
5731264,0.414406789559871
9231898,0.633858968410641
8482082,0.410847481805831
1411931,0.745120274834335
5104809,0.700018444936723
3386671,0.53126814076677
3742040,0.44371524322778
5565745,0.793262990377843
2629859,0.784780465811491
7837009,0.522903888020664
2811225,0.597615172620863
3329278,0.76706923218444
9929316,0.638926728442311
8266139,0.699120797030628
5979980,0.747856599837542
6817628,0.532363787759095
3806405,0.742447468452156
6596346,0.504015561845154
3967917,0.752635713852942
5517954,0.551604119781405
7093819,0.481705520860851
5364898,0.635173336882144
3195347,0.460088964179158
7889100,0.488441986590624
1664015,0.700518705882132
3787163,0.5110092475079
7455408,0.566898906882852
5540886,0.435164619795978
2376982,0.730542541854084
5535373,0.509240523912013
5445620,0.707957191206515
7760758,0.783164117671549
2571838,0.492789317108691
8635481,0.647793355863541
8783452,0.590360546670854
1376712,0.792464783322066
3854619,0.580179011356086
1123748,0.5085942434147
3151216,0.400919403508306
7358405,0.746588428039104
3772832,0.448991379607469
5576894,0.759897536877543
1464816,0.554371303226799
6081089,0.756373179424554
2093313,0.704303141310811
9035464,0.407292183674872
1131644,0.515989868529141
8048032,0.526854239683598
1809645,0.607299436163157
5672670,0.434400765504688
4458370,0.581115390732884
1630467,0.594324485957623
3885774,0.413800105452538
7016405,0.422939989902079
9337530,0.77876220587641
5247149,0.461531222425401
2283526,0.703649432398379
5898382,0.632540691830218
2765555,0.482079966925085
9087148,0.481769323535264
4505464,0.573434084653854
3797809,0.619081184919924
2440243,0.647500891983509
9065592,0.645575538557023
2497529,0.698938155174255
9103739,0.467254988104105
2206691,0.788871378079057
2184514,0.447158583439887
1947577,0.750587713904679
5604203,0.642578123603016
3701762,0.643917675875127
1240449,0.558037227205932
3786796,0.554176397528499
7679003,0.760970334056765
1319106,0.585987109690905
6085627,0.442721752636135
3522291,0.627231881581247
2837745,0.747236832138151
2203636,0.508138920739293
3931103,0.500316013395786
2395541,0.509689160995185
2169645,0.787681749742478
4919732,0.760749557428062
1347779,0.575273572653532
7419635,0.745332535728812
1906910,0.654973164107651
9552638,0.428201922029257
2096346,0.503126356936991
2976884,0.638649308867753
9217684,0.759657329879701
9512568,0.410088982619345
3512373,0.656865280494094
2111225,0.583888884726912
8174349,0.433233672939241
7698405,0.630657809879631
9243657,0.548113825265318
9951262,0.52356672482565
9481130,0.645119429286569
5375158,0.402999701816589
3551100,0.480820926558226
3263879,0.409872828237712
5529232,0.718110353406519
5472631,0.76018199250102
3865971,0.707908866740763
9659880,0.774497289024293
6706811,0.775704752095044
2146883,0.40814854754135
4807366,0.742970178276301
9228729,0.652333911880851
5210067,0.5277289618738
9173398,0.421751875057817
6379607,0.58875254271552
6685598,0.542108581401408
8822304,0.467816273402423
5524678,0.461991469375789
9852577,0.647584553342313
3919428,0.637379994243383
5332305,0.797139200009406
4212832,0.798490586597473
6647208,0.728131228871644
7674293,0.511790563445538
6093618,0.532090631313622
9826933,0.662123376782983
6191228,0.429833316151053
4951312,0.600111741758883
3057362,0.641829457227141
1739410,0.413328000530601
8652254,0.491658674459904
3111915,0.758185903076082
9893353,0.607423674874008
6416984,0.773421666771174
9988510,0.755856170505285
4380335,0.644051743019372
5996051,0.492986692674458
4864926,0.43024476878345
6182807,0.608380507212132
4892496,0.437562539055944
3023575,0.746030297782272
1764848,0.64967814385891
6735579,0.510444392170757
4879075,0.409201069269329
1654432,0.463337190635502
8221483,0.716798887494952
3927449,0.472818696405739
7815472,0.609065135009587
6258343,0.440645722486079
7379432,0.759072568174452
4842708,0.449594084732235
4092094,0.773821024596691
7831947,0.756979824136943
4816197,0.59905463475734
6047886,0.487276550754905
2045201,0.625790931750089
3727141,0.585017584171146
5309137,0.490757917240262
4103412,0.72153864922002
6406317,0.508819628413767
1684735,0.673040195275098
9603757,0.431225722469389
1199857,0.526487996708602
8575239,0.514775552973151
6691863,0.551570834219456
3790789,0.553766647446901
7682983,0.614867424592376
6750080,0.488899902720004
9932454,0.784058750327677
2154403,0.582691138517112
8948985,0.53253237856552
8290593,0.626424773223698
8396500,0.560615510493517
8512160,0.704856980312616
7594445,0.467133757006377
9847201,0.500290650874376
6752714,0.694933589547873
6946659,0.664055558014661
5755128,0.682996540609747
3857380,0.629068642202765
7910543,0.596662111952901
5736669,0.599192215502262
7590566,0.701895796321332
3768928,0.486221720930189
4637475,0.532661517895758
2839579,0.790764684136957
9870491,0.540522548276931
6096677,0.730463193543255
3523317,0.558213866781443
2665462,0.740433486644179
7822391,0.608971137087792
6100910,0.452559700794518
9389361,0.486722095310688
6748101,0.523677311558276
7306581,0.532581516727805
5312897,0.740020840242505
8652621,0.72920403983444
4800883,0.514718051161617
1282522,0.422970571834594
3323262,0.43611377729103
4013527,0.633945179823786
2201917,0.532262921147049
5495805,0.703389425668866
8219039,0.410665631387383
4034302,0.633971833158284
5580169,0.694222551863641
5449833,0.764410101436079
8173292,0.703430694527924
6102499,0.584709105268121
1960246,0.552243869565427
8268647,0.631263993121684
6103875,0.720769203174859
2910118,0.512078673113137
7746036,0.467816027905792
3764892,0.505468194466084
5405549,0.5845408950001
9907152,0.618173501454294
4816880,0.722078344412148
3199568,0.47376750074327
2954159,0.555992637947202
7201890,0.626005079038441
9821675,0.681459283735603
5293180,0.437512744031847
7961522,0.678281598072499
6168674,0.528528817836195
9693217,0.511017545126379
8172116,0.600009733904153
5787012,0.576857906207442
6369464,0.685909248236567
3374911,0.515027993638069
